Movie_ID,Title,Genre,Release_Year,Duration,Rating,IMDb_Rating,Votes,Director,Country,Language,Budget,Revenue,Date_Added,Age_Rating,Cast,Production_House
NF5786,There Will Be Blood, Animation,1999,2h 43m,8.7,5.8,514565,Jane Campion,France,FRENCH,$203127218,1351812969,20180325,TV-14,"Al Pacino, Florence Pugh",DC Films
NF8086,The Prestige,Thriller/Comedy,2011,1000,8.7,7.9,148165,Spike Lee,Japan,ENGLISH,130622381,1505697826,2022-02-25,TV-14,"Sandra Bullock, Leonardo DiCaprio, Lupita Nyong'o, Michael B. Jordan",DC Films
NF6378,The Little Things,"Comedy,",2099,3h 3m,7.4,,463858,,Japan,hindi,"$42,033,800","1,628,683,008",20211124,PG-13,"Adam Driver, Ana de Armas, Will Smith",Paramount Pictures
NF3610,Attica, Drama,1996,N/A,4.1,,1647779,Sofia Coppola,Italy,english,198609901,1826057728,09/01/2020,NC-17,"Dwayne Johnson, Margot Robbie",Focus Features
NF9176,, Romance,2008,2h 47m,7.2,,544430,Greta Gerwig,Japan,French,50499511,"1,744,908,293",2020-01-25,TV-14,"Natalie Portman, Viola Davis, Zendaya, Cate Blanchett",Universal Pictures
NF1327,,Crime,1990,87,4.0,7.4,,Bong Joon-ho,Italy,japanese,93036617,1722953818,20230815,TV-PG,"Brad Pitt, Margot Robbie",Legendary Pictures
NF7563,The Starling,horror,1995,1000,7.8,7.6,1912121,Stanley Kubrick,usa,Italian,"$35,581,397",1421742068,20/12/2016,G,"Cate Blanchett, Lupita Nyong'o",Walt Disney Pictures
NF2681,Interstellar!!!,Animation ,1997,,5.0,,758885,Jordan Peele,Germany,FRENCH,111145878,12386984,"March 27, 2016",PG,,DreamWorks Animation
NF1454,Moonlight, Romance,2018,124,4.5,7.5,"1,857,428",Christopher Nolan,India,Spa,"$222,519,228",1184659697,2024-03-28,NC-17,"Leonardo DiCaprio, Zendaya",DreamWorks Animation
NF6865,Ron's Gone Wrong,Comedy,2019,181mins,5.3,7.1,841379,Billy Wilder,Germany,Fre,72806036,860704347,"January 6, 2024",NC-17,"Sandra Bullock, Al Pacino, Charlize Theron, Denzel Washington",HBO Films
NF1981,American History X,Sci-Fi/Comedy,2017,132mins,8.9,15.0,1826382,James Gunn,USA,Japanese,"$238,279,192",,2020-01-02,PG,"Lupita Nyong'o, Viola Davis, Scarlett Johansson",20th Century Studios
NF8122,THE SUICIDE SQUAD,Documentary,1997,176mins,6.3,5.9,1170629,Jane Campion,India,english,"$885,201","598,062,887",01/02/2019,TV-14,,Pixar Animation Studios
NF6176,Attica,Sci-Fi/Comedy,1998,2h 4m,7.0,8.4,,James Gunn,Japan,English,-500000,988779568,"May 20, 2016",R,"Timothée Chalamet, Tom Hanks, Chris Evans, Zendaya",DreamWorks Animation
NF8257,The Wrong Missy, Drama,1993,N/A,5.8,7.4,"1,249,579",Patty Jenkins,Britain,KOREAN,22210311,1207897101,"February 16, 2024",NR,"Charlize Theron, Dwayne Johnson, Pedro Pascal",Apple TV+
NF2764,Halloween Kills,Horror/Comedy,1998,90mins,8.0,15.0,1856454,Tim Burton,usa,french,$18153324,894091846,2020-12-19,TV-MA,"Dwayne Johnson, Will Smith, Timothée Chalamet, Tom Hanks",Warner Bros.
NF1407,A Boy Called Christmas,Animation | Thriller,1994,130mins,8.3,7.2,546686,Ryan Coogler,Germany,Ita,36069535,947781377,20160609,PG-13,"Robert De Niro, Jodie Foster, Natalie Portman",Warner Bros.
NF7713,Schindler's List,Fantasy,2006,197 min,7.9,,29460,Stanley Kubrick,Japan,hindi,$211912946,107654798,"January 3, 2015",PG-13,"Oscar Isaac, Angelina Jolie",Netflix Originals
NF6668,Catch Me If You Can (Extended Collector's Edition with Bonus Features and Director's Commentary),Documentary,2001,72 min,5.1,5.2,1920686,Stanley Kubrick,usa,Hindi,172748068,94411863,2019-05-21,G,"Pedro Pascal, Ana de Armas, Oscar Isaac, Julia Roberts",Pixar Animation Studios
NF4692,Outer Banks,Animation,2016,1h 44m,5.8,,778305,James Cameron,Germany,ENGLISH,$162895248,1876185649,20160426,NR,"Pedro Pascal, Will Smith",A24
NF9265,Saving Private Ryan,ANIMATION,1995,183mins,7.0,9.6,1065909,Martin Scorsese,U.K.,HINDI,43641959,969240776,"September 17, 2020",R,"Adam Driver, Lupita Nyong'o, Leonardo DiCaprio, Julia Roberts",Warner Bros.
NF6623,,Fantasy,2009,,8.2,5.2,1207465,Spike Lee,Italy,Spanish,64798111,,08/03/2019,PG,"Julia Roberts, Michael B. Jordan, Robert De Niro",HBO Films
NF1406,Se7en,Animation ,1993,119,9.1,3.2,934293,James Cameron,Japan,Ger,$162924340,120461332,"July 5, 2020",TV-14,"Michael B. Jordan, Lupita Nyong'o, Leonardo DiCaprio",Blumhouse Productions
NF3852,Moonlight,THRILLER,2019,114mins,4.2,7.6,1154933,Alfred Hitchcock,South Korea,hindi,136290744,1691053664,20/06/2019,NR,"Denzel Washington, Pedro Pascal",New Line Cinema
NF5183,BAD BOYS FOR LIFE, Horror,2022,190mins,,8.7,852667,Taika Waititi,usa,GERMAN,233304132,,20160801,TV-14,"Meryl Streep, Dwayne Johnson",Apple TV+
NF3598,Spotlight, Action,2008,2h 2m,4.8,5.9,,Ryan Coogler,Italy,KOREAN,121119613,"1,855,199,040",13/08/2019,TV-PG,,Amazon Studios
NF9884,Mad Max Fury Road,Romance,1993,159mins,8.1,,"779,824",Christopher Nolan,Italy,French,$115230300,,2015-12-12,TV-PG,,Legendary Pictures
NF1121,The Shape of Water, Thriller,2016,1000,,5.5,1448177,James Cameron,India,Italian,164264583,,"November 24, 2022",PG,"Dwayne Johnson, Denzel Washington, Charlize Theron, Leonardo DiCaprio",DreamWorks Animation
NF6144,BlacKkKlansman, Fantasy,2011,186,4.3,7.2,1678265,Francis Ford Coppola,Britain,FRENCH,226768543,1690401282,09/05/2016,PG,"Charlize Theron, Robert Downey Jr., Robert De Niro, Ana de Armas",Warner Bros.
NF8429,Licorice Pizza,romance,1992,174mins,4.4,15.0,"814,060",James Gunn,Italy,english,140272574,481983662,"October 27, 2022",PG-13,"Ryan Reynolds, Jodie Foster",Amazon Studios
NF9259,Zack Snyder's Justice League, Sci-Fi,1990,146 min,4.1,8.2,"975,148",Denis Villeneuve,Japan,Spa,29422542,979230641,"April 23, 2019",NC-17,"Al Pacino, Natalie Portman",Walt Disney Pictures
NF8581,Malcolm & Marie,Fantasy,2017,126mins,4.8,3.0,84109,Jane Campion,US,Jap,187506501,971710438,"April 3, 2022",G,"Zendaya, Will Smith, Al Pacino, Viola Davis",
NF7974,Schindler's List,Romance,2016,108 min,5.0,7.3,869000,Ridley Scott,Britain,japanese,"$14,454,832",835047695,2022-09-01,NC-17,"Oscar Isaac, Meryl Streep, Brad Pitt",Paramount Pictures
NF7800,Marriage Story,"Romance,",2010,196mins,7.8,8.8,254721,Darren Aronofsky,UK,German,37741239,0,24/12/2020,PG-13,"Sandra Bullock, Lupita Nyong'o",Pixar Animation Studios
NF8938,, Thriller,1991,141,,-1.0,,Wong Kar-wai,Britain,Spanish,"$127,274,416","1,769,665,040","August 27, 2017",PG-13,"Morgan Freeman, Zendaya, Margot Robbie, Natalie Portman",Lionsgate
NF7813,The Favourite,"Romance,",2006,1h 17m,,4.2,40862,Christopher Nolan,Germany,Korean,7781395,1638205934,"June 19, 2019",TV-14,"Robert De Niro, Charlize Theron, Pedro Pascal, Will Smith",Focus Features
NF4776,Cruella, Horror,1993,183mins,6.2,7.2,1995286,Quentin Tarantino,Germany,Ita,"$129,650,235",1262816408,2020-05-06,G,"Julia Roberts, Margot Robbie, Brad Pitt",Legendary Pictures
NF9963,Halloween Kills,Adventure,1994,1h 19m,,8.0,1861361,James Gunn,France,Hindi,-500000,483810036,16/07/2020,R,"Denzel Washington, Tom Hanks",Netflix Originals
NF4971,Emily in Paris, Thriller,2021,85 min,6.6,6.3,1707172,Zack Snyder,South Korea,Hin,228081452,1963169061,12/04/2017,TV-PG,"Sandra Bullock, Timothée Chalamet, Cate Blanchett, Margot Robbie",HBO Films
NF1454,Moonlight,ACTION,2018,124,7.3,7.5,"1,857,428",Christopher Nolan,India,Spa,"$222,519,228",1184659697,2024-03-28,NC-17,"Leonardo DiCaprio, Zendaya",DreamWorks Animation
NF6992,Crip Camp,Sci-Fi,2020,N/A,,8.6,,Billy Wilder,India,FRENCH,204816830,"1,982,483,819",2023-03-06,NR,"Will Smith, Michael B. Jordan",20th Century Studios
NF8878,THE PRESTIGE,Animation,2002,1000,8.0,9.3,1556593,Darren Aronofsky,India,Fre,247890988,0,20240307,NC-17,"Viola Davis, Oscar Isaac, Lupita Nyong'o, Denzel Washington",DC Films
NF8082,Tom and Jerry,Animation  ,1998,N/A,4.7,6.7,265028,Akira Kurosawa,France,Italian,154944101,424666426,"October 11, 2022",PG,"Lupita Nyong'o, Natalie Portman, Robert De Niro",Netflix Originals
NF3070,Phantom Thread,Romance  ,2017,2h 29m,5.0,3.4,1126871,Ryan Coogler,France,italian,80785354,304491193,2017-01-14,NR,"Meryl Streep, Zendaya, Jodie Foster",Pixar Animation Studios
NF5007,The White Tiger,ADVENTURE,2013,182mins,7.9,3.3,1757929,Peter Jackson,India,HINDI,238371917,1450085358,2021-03-13,TV-14,"Natalie Portman, Meryl Streep, Oscar Isaac",Apple TV+
NF2246,No Country for Old Men,romance,1890,148mins,5.7,6.6,1635196,Peter Jackson,Japan,korean,54256101,,"February 11, 2021",TV-PG,"Angelina Jolie, Al Pacino",Apple TV+
NF8714,Ford v Ferrari,"Thriller,",2005,177mins,9.4,5.1,1837955,,Japan,german,231202901,414319558,2024-03-21,G,"Al Pacino, Ryan Reynolds, Morgan Freeman",Columbia Pictures
NF5819,The Favourite, Adventure,1996,76,5.9,9.6,899543,Wong Kar-wai,South Korea,ENGLISH,68094418,,2018-08-05,NC-17,"Zendaya, Oscar Isaac",Legendary Pictures
NF3636,, Adventure,2024,81mins,6.5,8.2,1337491,Paul Thomas Anderson,South Korea,ITALIAN,6214526,1730018580,21/07/2018,TV-MA,"Margot Robbie, Oscar Isaac, Brad Pitt, Tom Hanks",Focus Features
NF8556,Demon Slayer Mugen Train,Animation ,2013,N/A,5.7,9.8,"725,811",Wong Kar-wai,usa,hindi,132406191,412392400,2018-10-20,TV-PG,,Paramount Pictures
NF2819,,Crime ,1990,185 min,6.6,7.8,995833,Spike Lee,Italy,ENGLISH,232254130,"1,892,897,261",2021-07-01,TV-14,"Tom Hanks, Julia Roberts, Ana de Armas, Florence Pugh",HBO Films
NF7082,Green Book,Animation,1998,112,4.1,4.0,"11,849",Billy Wilder,Germany,Fre,$16903497,1276681246,"February 12, 2017",R,"Leonardo DiCaprio, Sandra Bullock, Margot Robbie",DC Films
NF5004,The Prestige!!!,Romance,1993,108mins,5.7,,1395051,Jane Campion,India,Jap,141519666,146662054,20231017,R,"Zendaya, Brad Pitt, Scarlett Johansson, Natalie Portman",HBO Films
NF5761,The Trial of the Chicago 7,Thriller  ,1990,197,4.3,5.9,1571726,Wes Anderson,Japan,English,206111314,29500723,"February 23, 2019",NC-17,"Ryan Reynolds, Oscar Isaac, Dwayne Johnson, Chris Evans",Amazon Studios
NF1764,Spencer,ROMANCE,2024,1000,5.8,9.7,,Denis Villeneuve,France,Spanish,$86342601,1818335476,2018-02-14,NC-17,"Robert De Niro, Will Smith",DreamWorks Animation
NF4939,The Shape of Water,animation,2008,200 min,5.5,4.4,,Alfred Hitchcock,Italy,Ita,33009126,630390255,20211227,PG,"Will Smith, Angelina Jolie, Timothée Chalamet, Chris Evans",20th Century Studios
NF6318,Halloween Kills, Fantasy,2019,177mins,6.1,3.1,726482,Greta Gerwig,Italy,german,69136959,1418939214,21/02/2024,TV-MA,"Will Smith, Lupita Nyong'o",A24
NF2743,On the Record,Romance  ,2017,100mins,4.9,4.1,780133,Peter Jackson,Japan,German,$28300612,1242601492,20150419,PG-13,"Tom Hanks, Julia Roberts",New Line Cinema
NF1586,Mulan,ROMANCE,2024,2h 52m,7.0,4.3,948026,Francis Ford Coppola,UK,Ita,132696725,322044479,"October 14, 2024",PG-13,"Natalie Portman, Sandra Bullock",Universal Pictures
NF3106,Otherhood, Sci-Fi,1991,124,4.1,6.5,1083945,Jordan Peele,France,korean,135011742,804037523,2021-08-21,NR,,Paramount Pictures
NF6779,Collective,drama,2021,179mins,5.9,7.5,1593234,Rian Johnson,usa,Spanish,174446978,1175718402,2015-07-22,G,"Al Pacino, Chris Evans",Walt Disney Pictures
NF4587,Last Night in Soho,"Horror, Drama",2000,122mins,9.3,3.9,1992978,Martin Scorsese,Britain,Korean,139723780,"1,150,018,795","March 27, 2018",R,"Jodie Foster, Lupita Nyong'o, Charlize Theron",Pixar Animation Studios
NF3675,The Irishman,Animation,2014,195 min,9.4,6.4,467286,J.J. Abrams,U.S.,english,116516837,,2024-05-09,G,"Brad Pitt, Viola Davis",Focus Features
NF2299,Three Billboards Outside Ebbing Missouri, Horror,2018,91mins,8.7,6.4,915848,Guillermo del Toro,South Korea,Ita,223958859,,20200512,TV-14,"Robert De Niro, Morgan Freeman, Ryan Reynolds",Lionsgate
NF2484,Boys State,crime,2015,1000,4.7,,1699966,Zack Snyder,Japan,Italian,213893670,165033007,2022-01-18,NC-17,,Walt Disney Pictures
NF9156,Collective,crime,2099,1h 14m,8.7,5.6,1666030,Spike Lee,India,FRENCH,20447070,107894231,2017-01-10,PG,"Leonardo DiCaprio, Ana de Armas, Angelina Jolie, Cate Blanchett",Apple TV+
NF8303,Black Widow!!!,HORROR,2016,162,5.2,4.7,87142,Billy Wilder,South Korea,english,148283052,1131835602,09/12/2018,TV-14,"Tom Hanks, Robert De Niro, Robert Downey Jr., Ryan Reynolds",Marvel Studios
NF5965,The Dark Knight!!!,SCI-FI,2014,194mins,6.7,6.7,1179235,Alfonso Cuaron,Japan,Hin,101914298,757654425,2019-06-02,G,"Lupita Nyong'o, Viola Davis",
NF1905,Outer Banks,Action ,2022,162mins,6.4,9.1,1687104,Jane Campion,Germany,FRENCH,61099765,1882028812,"October 2, 2024",TV-MA,"Brad Pitt, Michael B. Jordan",Warner Bros.
NF1608,Demon Slayer Mugen Train, Crime,2011,181mins,8.7,6.4,,Wong Kar-wai,Japan,german,131292100,"353,882,694",20190611,PG,"Meryl Streep, Scarlett Johansson, Chris Evans",HBO Films
NF2507,Passing,"Comedy,",2013,174mins,7.5,6.7,436891,Darren Aronofsky,India,korean,$194995874,,20211114,NR,"Zendaya, Viola Davis, Sandra Bullock, Margot Robbie",HBO Films
NF2404,Drive My Car, Thriller,2007,1h 49m,4.8,5.5,"1,977,630",Billy Wilder,India,french,-500000,1196216243,2023-09-14,PG,,DC Films
NF8251,Two of Us,Comedy/Comedy,1998,1h 16m,7.0,9.2,504964,Zack Snyder,Japan,japanese,224432299,,27/03/2018,G,"Robert De Niro, Scarlett Johansson",DreamWorks Animation
NF6025,Boys State,"Thriller, Drama",2001,128mins,8.1,5.6,1819840,Rian Johnson,France,KOREAN,140802639,1748000206,2019-11-07,TV-MA,"Oscar Isaac, Dwayne Johnson, Leonardo DiCaprio, Adam Driver",
NF6798,The Trial of the Chicago 7,Crime | Thriller,2024,162,9.5,4.1,1331597,Tim Burton,France,japanese,$108108484,"1,934,889,608",16/07/2023,PG-13,"Dwayne Johnson, Leonardo DiCaprio, Cate Blanchett, Robert Downey Jr.",HBO Films
NF8129,, Animation,1998,1h 15m,4.8,5.9,638709,David Fincher,Japan,Italian,149010787,982110614,22/11/2019,NR,"Ryan Reynolds, Timothée Chalamet, Margot Robbie",DreamWorks Animation
NF5512,Mortal Kombat,Adventure  ,1993,1000,7.8,4.6,438273,David Lynch,India,Korean,$60060142,1730860131,"February 4, 2016",TV-PG,"Ana de Armas, Robert De Niro, Denzel Washington, Sandra Bullock",Paramount Pictures
NF3847,Enola Holmes ,"Action,",2006,103 min,4.0,9.4,,Wes Anderson,India,ITALIAN,,1128377317,2018-03-17,NR,"Zendaya, Timothée Chalamet",Amazon Studios
NF3051,  Black Swan  ,DOCUMENTARY,1991,170,8.5,6.5,1496940,Peter Jackson,Germany,french,187120595,"1,191,355,928",2022-06-04,R,"Jodie Foster, Brad Pitt, Robert Downey Jr., Meryl Streep",Walt Disney Pictures
NF2122,Extraction, Comedy,2010,97 min,6.3,9.5,1736418,Chloé Zhao,France,Jap,243906648,141183686,2016-09-03,PG-13,"Leonardo DiCaprio, Ana de Armas, Morgan Freeman, Sandra Bullock",Walt Disney Pictures
NF7044,A BOY CALLED CHRISTMAS,Comedy,2010,113mins,4.1,3.4,"101,485",Jane Campion,France,GERMAN,75467863,977085148,"December 4, 2017",PG-13,,Legendary Pictures
NF9647,Titane, Romance,2023,1h 44m,7.5,3.8,"777,226",Greta Gerwig,usa,ENGLISH,156419023,1725144674,2019-05-19,G,"Adam Driver, Robert Downey Jr., Jodie Foster, Timothée Chalamet",New Line Cinema
NF6499,BlacKkKlansman, Documentary,2006,163,5.7,6.5,1814404,Sam Raimi,India,english,230352027,"304,254,824",2020-08-01,TV-14,"Will Smith, Brad Pitt, Sandra Bullock",Marvel Studios
NF7607,Passing,Documentary,2010,,,7.4,817851,Francis Ford Coppola,France,hindi,$235344895,"539,408,985",20/07/2023,PG,"Angelina Jolie, Viola Davis",Amazon Studios
NF9338,The Mitchells vs the Machines,Romance,1996,140,5.7,6.4,"1,309,698",Christopher Nolan,Japan,Kor,$30025176,1751677313,2022-09-09,G,"Ana de Armas, Angelina Jolie",Focus Features
NF2246,No Country for Old Men,"Documentary,",1890,148mins,6.7,6.6,1635196,Peter Jackson,Japan,korean,54256101,,"February 11, 2021",TV-PG,"Angelina Jolie, Al Pacino",Apple TV+
NF6297,Vice,Comedy | Thriller,2017,3h 10m,4.6,5.6,995152,David Lynch,South Korea,french,170626307,1527707512,18/07/2017,NC-17,,Blumhouse Productions
NF4563,The Dark Knight,"Adventure, Drama",2010,,5.0,9.4,1001893,Patty Jenkins,Japan,Eng,209010335,1785065892,"June 3, 2022",PG,"Cate Blanchett, Ana de Armas, Pedro Pascal, Lupita Nyong'o",Columbia Pictures
NF3773,Forrest Gump,Animation/Comedy,1992,129 min,8.2,3.8,"1,990,173",Tim Burton,India,ENGLISH,30370958,1011973483,"June 7, 2015",R,"Robert Downey Jr., Pedro Pascal",Columbia Pictures
NF5047,Roma,romance,2023,1h 42m,6.3,3.7,230182,Chloé Zhao,Britain,hindi,144114148,,2018-05-04,TV-MA,"Sandra Bullock, Ryan Reynolds",Lionsgate
NF7216,The Irishman,Action  ,2005,86,6.1,5.6,1518812,Greta Gerwig,U.K.,HINDI,"$98,907,028",558143146,2022-03-06,NR,,Amazon Studios
NF9092,The Unforgivable,documentary,2024,151mins,6.3,,799230,David Lynch,Italy,Spa,-500000,221124183,2015-10-12,G,"Cate Blanchett, Ana de Armas",20th Century Studios
NF9053,No Time to Die,comedy,2006,177 min,8.0,8.0,490549,Paul Thomas Anderson,Germany,German,48071220,683948204,2021-01-11,TV-PG,"Tom Hanks, Oscar Isaac, Florence Pugh, Timothée Chalamet",Walt Disney Pictures
NF4060,Enola Holmes,Drama | Thriller,2013,105mins,6.0,9.6,"1,020,695",Chloé Zhao,United Kingdom,ITALIAN,$50127868,207486776,20231126,NR,"Margot Robbie, Brad Pitt",New Line Cinema
NF5796,Hell or High Water, Romance,2018,N/A,5.1,,1878522,Stanley Kubrick,U.S.A,Jap,83786226,681881260,12/09/2015,G,"Robert Downey Jr., Leonardo DiCaprio",Paramount Pictures
NF8513,Greyhound,Thriller,2011,190mins,4.9,3.2,509033,J.J. Abrams,Japan,GERMAN,77321344,572548567,2017-11-15,NR,"Natalie Portman, Timothée Chalamet",Blumhouse Productions
NF5102,The Mitchells vs the Machines,"Horror,",1999,,5.5,3.1,"1,614,888",Taika Waititi,France,spanish,160611953,620692631,2015-03-13,NR,"Cate Blanchett, Oscar Isaac, Robert Downey Jr.",Columbia Pictures
NF1530,The Lost Daughter,Romance ,1994,105,7.6,3.8,1046671,Ryan Coogler,Britain,Hin,"$164,749,531","1,968,223,462",2022-04-04,PG,"Julia Roberts, Adam Driver, Brad Pitt",A24
NF5987,The Irishman,Adventure,1992,,8.6,4.4,808072,Ridley Scott,France,FRENCH,101042983,1544445240,20170709,PG-13,"Tom Hanks, Robert Downey Jr., Robert De Niro",Legendary Pictures
NF3132,Dunkirk,Action  ,1990,79 min,,8.0,"1,542,790",Akira Kurosawa,South Korea,Japanese,,1283981896,"October 19, 2023",TV-MA,"Brad Pitt, Angelina Jolie",A24
NF2812,The Matrix, Adventure,2001,184mins,4.4,8.9,314721,David Lynch,Germany,HINDI,40402711,559731813,"August 8, 2017",TV-14,"Timothée Chalamet, Florence Pugh, Margot Robbie, Cate Blanchett",Universal Pictures
NF5167,Outside the Wire,Fantasy | Thriller,2001,1h 11m,6.7,7.3,415911,Park Chan-wook,France,JAPANESE,-500000,122849728,"June 15, 2017",NC-17,"Margot Robbie, Denzel Washington, Charlize Theron",Blumhouse Productions
NF3378,A Castle for Christmas,"Horror, Drama",2010,,5.9,7.2,571763,Sofia Coppola,Britain,Jap,201582560,"1,442,972,468",17/04/2024,PG-13,"Leonardo DiCaprio, Cate Blanchett, Zendaya",Walt Disney Pictures
NF6734,Call Me By Your Name ,Comedy ,1890,,,8.2,"1,007,986",Alfonso Cuaron,Japan,german,"$46,845,937",,"February 9, 2021",NR,"Morgan Freeman, Lupita Nyong'o, Meryl Streep",Focus Features
NF3921,  Gladiator  ,FANTASY,2011,160,6.4,,1869014,Alfonso Cuaron,India,KOREAN,113711529,"1,048,479,398","January 21, 2021",TV-MA,"Denzel Washington, Brad Pitt",Universal Pictures
NF4626,,"Sci-Fi, Drama",1999,145mins,4.5,5.3,880080,Rian Johnson,Germany,english,60975229,1111375649,2020-08-09,PG,"Natalie Portman, Tom Hanks, Leonardo DiCaprio, Dwayne Johnson",Columbia Pictures
NF6322,Ascension,"Romance,",2022,1000,9.4,,1797249,Zack Snyder,Japan,Spanish,54152388,1427373088,2016-12-04,PG-13,"Brad Pitt, Ana de Armas, Oscar Isaac, Tom Hanks",Netflix Originals
NF8292,Kate, Thriller,1991,2h 0m,6.9,8.9,"1,456,609",Coen Brothers,Germany,Fre,$174890511,1584110282,2017-01-17,R,"Chris Evans, Denzel Washington",Focus Features
NF2702,The Hand of God,Romance,1996,167mins,5.7,,,Spike Lee,India,Kor,59783667,316856691,2016-07-12,PG-13,"Margot Robbie, Morgan Freeman, Will Smith, Sandra Bullock",Apple TV+
NF3802,Da 5 Bloods,"Fantasy, Drama",2007,1000,6.6,4.6,962214,Patty Jenkins,Italy,english,$14944030,1701725508,2018-11-12,R,"Angelina Jolie, Viola Davis",20th Century Studios
NF3957,Joker,"Animation,",2003,1000,5.3,4.5,1359413,David Lynch,Japan,Jap,213112922,760783519,2015-09-21,G,"Denzel Washington, Will Smith, Meryl Streep",Focus Features
NF7459,Flee,"Sci-Fi,",2003,114,6.1,8.7,"1,830,359",Coen Brothers,UK,Spa,36947024,,"August 26, 2021",TV-14,"Julia Roberts, Ana de Armas, Florence Pugh, Adam Driver",Amazon Studios
NF3975,Room,ACTION,1994,153mins,7.6,4.1,488692,Park Chan-wook,United States,Italian,101193883,,02/07/2018,TV-14,"Will Smith, Michael B. Jordan",Walt Disney Pictures
NF7387,Holidate, Romance,1992,1h 57m,7.7,7.6,1815118,Martin Scorsese,Italy,JAPANESE,75604922,1101716477,20240917,G,"Angelina Jolie, Lupita Nyong'o",DreamWorks Animation
NF9562,The Lost Daughter ,Romance  ,2020,173mins,7.7,9.6,1144445,Darren Aronofsky,Germany,spanish,4237884,463329727,2024-08-08,TV-MA,"Natalie Portman, Morgan Freeman",Amazon Studios
NF7025,Hell or High Water!!!, Sci-Fi,2017,134mins,9.1,8.7,1182939,David Lynch,Italy,german,$230762979,1012389071,11/09/2018,TV-14,"Tom Hanks, Cate Blanchett, Angelina Jolie, Al Pacino",Universal Pictures
NF2388,Night at the Museum Secret of the Tomb, Thriller,2013,106,4.8,4.3,1454334,Guillermo del Toro,Italy,hindi,"$226,518,685",115229300,2020-01-16,TV-14,"Oscar Isaac, Zendaya, Adam Driver, Jodie Foster",Warner Bros.
NF8758,Parasite,Sci-Fi,2010,129mins,7.5,6.2,714719,J.J. Abrams,Germany,SPANISH,154118889,491716347,20241008,R,"Pedro Pascal, Tom Hanks, Natalie Portman",Walt Disney Pictures
NF9771,Fear Street Part Two 1978,Crime,2004,189 min,6.5,7.0,"359,428",Martin Scorsese,U.S.,italian,,1543858984,20191009,G,"Oscar Isaac, Florence Pugh, Al Pacino, Timothée Chalamet",Legendary Pictures
NF6900,,Animation ,2006,164mins,8.4,4.9,372181,Akira Kurosawa,Italy,SPANISH,$53266321,55314104,05/02/2023,NC-17,"Pedro Pascal, Michael B. Jordan",HBO Films
NF8283,,thriller,2099,2h 58m,6.4,6.3,1099122,Alfonso Cuaron,South Korea,hindi,55833282,555488924,"December 16, 2024",PG-13,"Robert De Niro, Pedro Pascal, Sandra Bullock",DC Films
NF3895,Raya and the Last Dragon,Documentary,2019,141mins,,6.9,"1,615,661",Steven Spielberg,India,Hin,208068469,1577457605,2023-09-01,PG-13,"Timothée Chalamet, Al Pacino, Denzel Washington",DC Films
NF9724,Passing,"Animation, Drama",2018,110mins,5.6,5.3,361377,Ridley Scott,Japan,Jap,"$8,295,632",297681189,20241017,TV-14,"Natalie Portman, Chris Evans",Lionsgate
NF5913,The Conjuring The Devil Made Me Do It,Thriller/Comedy,2001,,8.4,4.9,1202602,Guillermo del Toro,usa,Jap,"$186,693,291",288676447,01/07/2021,TV-MA,"Lupita Nyong'o, Florence Pugh",Paramount Pictures
NF5448,Nomadland,Thriller ,2009,125,6.1,,194304,Greta Gerwig,Italy,spanish,$130281011,1124582484,20190605,PG,"Al Pacino, Will Smith, Meryl Streep, Ana de Armas",DreamWorks Animation
NF2329,Army of the Dead (Extended Collector's Edition with Bonus Features and Director's Commentary),"Drama,",2022,1h 24m,6.0,8.7,965848,Steven Spielberg,Japan,Spanish,216370924,776781502,19/05/2015,NC-17,"Meryl Streep, Adam Driver, Florence Pugh",Netflix Originals
NF6184,The Lord of the Rings: The Return of the King,Comedy,2014,1h 23m,8.5,4.0,1777763,Peter Jackson,Germany,Hindi,"$84,503,585",1748369671,20161008,TV-14,"Ryan Reynolds, Sandra Bullock, Florence Pugh, Dwayne Johnson",DC Films
NF3104,Spiral ,ACTION,2003,,4.5,5.1,,Tim Burton,usa,Fre,81572492,338937029,"February 27, 2018",G,"Morgan Freeman, Cate Blanchett, Will Smith, Sandra Bullock",Pixar Animation Studios
NF4343,The Lovebirds,Drama,2008,147mins,7.3,5.7,719305,Paul Thomas Anderson,Japan,korean,$10866806,1691023110,20170211,TV-14,"Al Pacino, Natalie Portman, Florence Pugh",20th Century Studios
NF8476,Spotlight,Romance | Thriller,2013,179mins,4.7,6.1,"1,154,508",Alfred Hitchcock,South Korea,Hin,22771349,1083985939,20170727,NR,"Morgan Freeman, Scarlett Johansson",Netflix Originals
NF2602,The One and Only Ivan,Horror  ,2023,155 min,7.7,5.4,294704,Ryan Coogler,Britain,JAPANESE,118408877,212494519,"December 16, 2020",G,"Charlize Theron, Julia Roberts, Dwayne Johnson, Jodie Foster",New Line Cinema
NF3332,Venom Let There Be Carnage,THRILLER,2017,N/A,8.2,,"1,663,257",Patty Jenkins,Italy,FRENCH,,22159796,2016-02-20,R,"Viola Davis, Tom Hanks",Apple TV+
NF7058,The Green Mile,Fantasy,2023,1h 18m,4.8,4.0,866114,Spike Lee,Italy,spanish,226477834,1379345209,2019-02-02,TV-14,"Dwayne Johnson, Pedro Pascal, Scarlett Johansson",Marvel Studios
